0xADF95DF6, blackops4menu
0x49BBA45C, e86552a2-dd69-4ca3-8354-6b4eb3b737d2
0x9490DEC9, aimat
0xC2BAB86A, teambased
0xA5008B01, pers
0x4591EF93, closer
0xCD1FC6F5, setplayerangles
0xE6FB74DF, vectortoangles
0xC34F12EB, callbackplayerdamage
0x219B25FB, setclientthirdperson
0xE87EA5BD, setstance
0x87A14611, temporaryoffset
0x1DA63355, sightpassed
0xD0299EB, birdseyecamera
0x49DBA03B, camerasetlookat
0xAA82CC55, camerasetposition
0x867CA2F2, cameraactivate
0xF61B8E9D, sighttracepassed
0x85422D49, teleportgun
0xF90C42FA, vec
0x75D24867, scale
0x7FA92B1D, earthquake
0xC1F4EBE5, 2c9235d2-9e1f-44bf-93b0-b61cdeb5ea75
0x9BF55581, f5e3a983-98f5-424f-aef4-ec4dbdc83bdb
0x8AA45A95, 1e806598-7188-439b-b8f6-40a9e25a9350
0x98FC83D2, 53199d5b-36bc-4564-a554-7c6d400c5793
0x96136A6B, 60bddcde-25ab-4d97-a838-cb1906418add
0x3973C4A6, ce3cce42-dc9b-4715-8a5e-09b758e41fe8
0x17B70C10, f65fe98e-c295-48b8-9a18-bbd23581d1a8
0xC3E9E9FB, 387f0eec-7c7b-4fb5-aa3e-c5a97c317073
0x2A8EA336, dicegame
0xAAA058A0, rollsuccessful
0xB7AAE9, functionname
0xF22DCC6D, rollindex
0xB3E2796, dicefunctions
0x612E4664, dodamage
0xE29841C8, usedfunctions
0x2A02A8A9, bd2332e4-770c-4bbc-b64e-1408753f57d1
0x4BC6C575, playerweapon
0xF8F78A5F, takeweapon
0x453CB5FD, b
0x59691B68, target
0x611602D4, allowsprint
0x25F216AB, killserver
0xD5977BE4, 3f0b619c-65db-4edb-8e17-f7dc2f53215e
0x8C8824E2, 653049a3-b891-4dbe-8d93-7bb62fe7cc38
0x93F3C5E5, f0bde907-9207-43fd-9cb8-9f761cdfb1c3
0x2B5B5D4B, 6928606e-dd49-4cc8-a263-8c44a1fd50b4
0x936178EB, 923aeec8-cbff-4186-b85c-b5fef9907758
0xE36A315D, a8c5960e-3a3a-40a2-a73a-fb76e3d57ffb
0xAB94CF10, 5a5edc96-bb05-4b83-952b-2704bd115902
0x75ACED7B, 63fc02e1-6832-49d0-8ced-1058cecc6147
0xCC224A9C, f6fbcf10-1733-40b6-b47b-569c5b32a988
0x83AC06B, c7587e40-6b80-4645-8fab-b7ab37cd7099
0xAF2670BE, 3594187e-89db-4844-84f9-1b522e943415
0x7A61E4D7, 10831d21-63fb-4926-97e0-65d7b18d3df7
0xC72DEA74, unsetperk
0x1AFFD0A8, 64c20d71-73e4-4a2c-b1e9-03e64f5d1aff
0x3350675, 5313fd78-d27e-49d5-94b1-a22465d2a7a3
0x546541BB, e260186e-777c-494e-bc57-f84509585711
0xEF7EEF56, d1f96b49-aba2-4a8c-b2f0-a18f0fc06456
0xB7B93C91, setmatchflag
0x1B1E9A69, closeingamemenu
0x5F0E50DF, bottom
0x21A66BE0, size
0x70CA6DE1, fontsizespeed
0x98A2C5F4, maxfontsize
0x1C5BF161, minfontsize
0x401E354B, yspeed
0xC2C59599, xspeed
0xA4F19ED3, displaytext
0x8CC2E5EA, visibleparts
0xC61F7088, totalparts
0xD4A2FD31, textarray
0x19109A19, speed
0xC65171E2, yend
0x1275D372, xend
0xC2D81E0D, ystart
0xBDB1F10D, xstart
0xCA711C8D, textsize
0xCC3ED88, x1
0x9D22066A, y1
0xDF1E923E, x2
0x1D1E8661, y2
0xC861D62E, sizestart
0xBE86622D, sizeend
0xA6BB410F, steps
0x2F9B4E28, time
0xD547BEB0, formattedpoints
0x10568A49, uniquehudname
0x6349ED73, ybase
0xDA0E4DFE, xbase
0x82F5D82D, shieldhudelemsetscale
0x24F00E3C, location
0xFC363D55, 3d1b3ab9-4b8e-490a-9a03-d3abd37ec06b
0xCEADEC92, 8f53a10d-967d-4df3-9316-3f0dbab42e23
0xBAF95F1D, a2149cc5-69f3-499d-ace0-68fbeb1b7f2e
0xDE433A2B, d3563f70-9b88-4450-906c-83444dd3ce61
0xD2670DB3, loc
0xD40A85DB, locations
0xBB54209, switch
0x3980C36E, savelocation
0xB580D605, savelocationangle
0x14F484B7, savelocationtoggle
0x238A14E3, saveloctog
0xD6F9F80C, vehicles
0x76A4E8F5, vehicleitem
0xBC41CE7E, 77a05b43-22e2-4be5-9936-a0d8d95897c4
0xE70425CC, 2e90f4b3-9130-4bc4-8917-68b2b7fa72ec
0x296DE5B4, 3410acb4-4d36-49fa-83ac-13b2028621da
0xEDD6C703, 17ce414d-ddc6-4b58-9b03-30904d8757a9
0xB335A05F, vehicle
0xF5F6EB75, assetloaded
0xFE65763E, isassetloaded
0x83F9374C, spawnvehicle
0xAA8CD46E, makeusable
0x1F37CAE5, isairborne
0x63514B7F, setrotorspeed
0x964ACC1B, assaultrifles
0x7F81E4A1, assaultriflenames
0x8E95C756, submachineguns
0x17F0071F, submachinegunnames
0x230FDBCA, tacticalrifles
0x720497C4, tacticalriflenames
0xA8B7F6DB, lightmachineguns
0x45ED6974, lightmachinegunnames
0xF34CD001, shotguns
0x8750289F, shotgunnames
0xCEACB8B1, sniperrifles
0x460E47B8, sniperriflenames
0xE7F7FB59, pistols
0x8D99B445, pistolnames
0xA1E60D8D, meleeweapons
0x61F35E5C, meleenames
0x8D80635F, names
0x29AFABAC, weapons
0xD7ED581B, ammotype
0xEEB63359, getplayercamerapos
0x5FB8261B, aat
0xBE94C4F, acquire
0x3DEFE655, flag
0x23732C48, clear
0xDFE05ACE, ca3791ff-9406-438f-96e7-b365a3351c3f
0x2195529C, 46a25dd8-7706-4c82-a6c1-82b5b570053f
0x77007317, eb0e4bb4-8d31-4bed-a533-2d5670fd73a8
0x345D2F9A, 84b36553-6844-4a8c-92ed-77d72f830d16
0x7A600918, ishash
0x7E441438, hash
0x263C04C7, zombie_team
0x83184615, detachall
0xFC6CDEB, getaispeciesarray
0x527CFACB, setentitypaused
0xF5284C9D, hide
0xBA770A49, show
0x2B47EC80, 07ae9a1d-5df7-45db-99da-de27ef8a84de
0xF1838B33, c549eca5-3a23-435c-b0ab-0ae73c1a5f15
0x37B2BA33, 897dd3d8-0883-4590-9669-ad0c02de82ba
0x83A06F72, f623afee-8c94-41a7-90dd-24d7842b8ca9
0x3E74226E, e_zombie
0x2B198109, a_e_zombies
0x668581A4, 097b476b-a416-4f51-b22d-8b2e50941380
0x91E4E68C, 7c91df6b-98f0-4938-a64e-6b78dfce2de3
0x9185EB2C, b86e9f78-c4c7-4102-b495-6dbf9679a19b
0x74912854, 269d9b9b-083c-4109-a6c5-92a4d9a33176
0x2B7A792C, zombie_move_speed_backupobj
0xCA1F020F, score
0x994A3724, 57a696de-b18d-4f72-8b64-3d3ae509e66c
0xA648424B, c35ae6e6-3795-4d8c-b96c-e8d08a141c6d
0x3CEF7C6B, ca6b9934-98d4-4f30-998b-9f59ade67fc6
0xE2430C0A, 6a9a4b4f-1e4d-44bc-8692-a89a5d2294bf
0x4A099A64, aimbot
0xD63BD11A, closestzombie
0x5FD4CD7C, get_all_closest
0x16E7A6D7, isfiring
0x66AE57A7, ismeleeing
0x6F2163CF, world
0xFBC6189A, roundnumber
0xBAB9C971, ignoreme
0x9C0DD664, f6304d1a-6304-4113-926d-a32ccc7494fc
0x56AEACBC, c4d9097f-c5fc-4043-bbcb-2c3f5bca381f
0x8296358F, e3af00ae-a6b3-43bf-a22f-fd0406c63731
0x392302EB, 2d5f1cd6-06ad-4f24-96f6-bfcbab45f5b1
0x9BEFE067, zombietype
0x84F29E2, zombieai
0xB27508CE, zombietypes
0x7E03AE62, e1cee096-cd1c-48fc-9fb2-0e850ba5257c
0x95FD7C8E, 5809376c-5f4a-425f-9094-59ff1a3d14bf
0x29DD9491, 996e1965-3be4-4495-8307-834535e96908
0x33B5CF3C, 77531beb-c887-4b32-9253-e66a6f50d570
0x6CE0DC7C, random
0x651F7A7F, eyecolors
0x2F85CB33, c155d11f-7bdf-4a95-b80e-8fc3ed8bdc72
0x4FCE8B4, 90719ff6-4865-4b59-bb95-db7072d011d3
0x8468FFA5, 1ee7c894-4302-4fe9-a02a-6783a6ca781b
0x16D973E6, 10aa1815-1708-4166-a2e2-f812f43e8425
0xFBBAB76D, zombie_debris
0x13DC2EDC, zombie_airlock_doors
0x73CFDB84, zombie_doors
0x1CBE34A, 5daa603a-800d-4279-b20e-bc1ef2ee7f7e
0x6D53B5D8, 4153a5ef-37c2-46ab-ae6d-8c814185a452
0x48E9036A, df6cda7c-8954-4884-aa12-eda902575288
0xB604B40, dcc64b9f-d94b-4348-9eee-c477c140daa8
0xAED02A3, trig
0x21B4ED6, power_trigs
0xD279413D, getentarray
0xD6327B8E, script_int
0x73D04234, getplayers
0x2A280B66, has_been_opened
0x434B62CD, activator
0xC1301346, power_door_ignore_flag_wait
0x9C80FB86, 56f7414c-9144-456f-bd66-1b824c1bdd7d
0x4523213E, 61105fd1-db4f-4486-a18f-eb662eceb67b
0x359DAADF, 402269f4-f3a5-4e27-9ab0-ee94db2d31d5
0xB8B771BF, 6cda7948-f79c-4ea1-87ef-ff0891145078
0xBA4A38B3, forceteleport
0xA46A6F66, 29c2e528-3952-4e83-ab80-d3fe2aa4d2c6
0x719E16B3, 6c716ce9-5750-4fbe-8356-23e2ac2f3522
0x6D1AB25C, 8d035912-2d72-4ca9-90f4-e631ecb9e1a7
0x92837986, 962b39ef-a25f-4f2f-9c99-f98d66058443
0x7E659BD, chest
0x74EA8D52, 188a01c6-5dd9-4045-b6da-b0ed22247be2
0xF689F55B, f045f13c-e5de-4bf5-9df2-4202ef164658
0x26C51510, c82dc996-5d22-49da-8f74-7f4afd3de3d4
0x68DF9601, dd51540e-cedb-43ad-a16d-091721ef4b44
0xE0FA0F9D, freebox
0x3F5EEA7D, chests
0x91C7EFCA, zombie_cost
0x4FEE8F74, freezebox
0x80ADE7B5, chest_index
0x6360E4B4, no_fly_away
